operation                                                   neo-mean (ms)   neo-stdev (ms)  neo-min (ms)    neo-max (ms)    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-5          15.433           14.207         0.322          77.645    
OperationGetManyVertexProperties-name                             608.225            0.000       608.225         608.225    
OperationGetManyVertexProperties-age                              534.393            0.000       534.393         534.393    
OperationGetManyEdgeProperties-time                               385.617            0.000       385.617         385.617    
OperationGetManyVertexPropertySets                                574.569            0.000       574.569         574.569    
OperationGetManyEdgePropertySets                                  333.896            0.000       333.896         333.896    
OperationGetVerticesUsingKeyIndex-_original_id                     30.047           52.349         0.583         517.340    
OperationGetVerticesUsingKeyIndex-name                             63.397           62.467         1.626         357.064    
OperationGetVerticesUsingKeyIndex-age                             203.483          105.317       176.631         890.924    
OperationGetEdgesUsingKeyIndex-time                               683.633         1542.074         8.513        8800.514    
OperationGetShortestPath                                        49529.976        26729.656       820.511       94555.757    
OperationLocalClusteringCoefficient                                 0.874            0.358         0.339           2.799    
OperationShutdownGraph                                           2592.139            0.000      2592.139        2592.139    
