"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-4","135504.21","62899.781665327755","21415.0","400135.0"
"OperationGetKHopNeighbors-in-withlabel-5","173167.52","120052.67176214613","18155.0","477797.0"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-5","149258.87","69094.55500148401","20397.0","429122.0"
"OperationGetKHopNeighbors-both-withlabel-1","28218.25","4580.400991998408","19332.0","66963.0"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-1","95420.02","25872.827394770757","47270.0","207436.0"
"OperationGetKHopNeighbors-both-withlabel-2","51234.34","14493.215752358066","20568.0","86257.0"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-2","153636.59","43546.16202011263","75269.0","358391.0"
"OperationGetKHopNeighbors-both-withlabel-3","128369.41","56136.10488501941","38126.0","280764.0"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-3","201391.84","64372.93294913942","78522.0","486855.0"
"OperationGetKHopNeighbors-both-withlabel-4","507485.46","220995.9249265208","72424.0","1107712.0"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-4","250419.16","66116.46327454608","97968.0","405359.0"
"OperationGetKHopNeighbors-both-withlabel-5","1580192.74","389256.9740707961","594159.0","2522356.0"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-5","282652.42","91440.83873425264","89578.0","507931.0"
"OperationGetManyVertexProperties-name","8173653.0","0.0","8173653.0","8173653.0"
"OperationGetManyVertexProperties-age","1.0187516E7","0.0","1.0187516E7","1.0187516E7"
"OperationGetManyEdgeProperties-time","402068.0","0.0","402068.0","402068.0"
"OperationGetManyVertexPropertySets","6608154.0","0.0","6608154.0","6608154.0"
"OperationGetManyEdgePropertySets","913725.0","0.0","913725.0","913725.0"
"OperationGetVerticesUsingKeyIndex-_original_id","706964.1","858945.4493159322","401851.0","9181720.0"
"OperationGetVerticesUsingKeyIndex-name","616191.2446808511","134353.3754713536","349794.0","894221.0"
"OperationGetVerticesUsingKeyIndex-age","1895133.9318181819","688759.6041221624","892606.0","3121330.0"
"OperationGetEdgesUsingKeyIndex-time","689304.0505050505","751642.4444342257","365179.0","7992104.0"
"OperationGetShortestPath","2282752.22","1336380.089871445","122053.0","4575463.0"
"OperationLocalClusteringCoefficient","117309.61","33011.29875872654","57682.0","263875.0"
"OperationShutdownGraph","3.59275686E8","0.0","3.59275686E8","3.59275686E8"
