operation                                                   neo-mean (ms)   neo-stdev (ms)  neo-min (ms)    neo-max (ms)    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-2            0.095            0.032         0.020           0.186    
OperationGetKHopNeighbors-out-withlabel-3                           0.053            0.020         0.018           0.110    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-3            0.104            0.052         0.020           0.335    
OperationGetKHopNeighbors-out-withlabel-4                           0.090            0.045         0.019           0.223    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-4            0.129            0.056         0.021           0.259    
OperationGetKHopNeighbors-out-withlabel-5                           0.162            0.098         0.018           0.440    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-5            0.151            0.065         0.025           0.472    
OperationGetKHopNeighbors-in-withlabel-1                            0.026            0.005         0.020           0.061    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-1             0.074            0.021         0.027           0.156    
OperationGetKHopNeighbors-in-withlabel-2                            0.038            0.009         0.019           0.061    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-2             0.100            0.033         0.026           0.202    
OperationGetKHopNeighbors-in-withlabel-3                            0.054            0.023         0.019           0.134    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-3             0.118            0.046         0.021           0.334    
OperationGetKHopNeighbors-in-withlabel-4                            0.096            0.051         0.024           0.290    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-4             0.136            0.063         0.021           0.400    
OperationGetKHopNeighbors-in-withlabel-5                            0.173            0.120         0.018           0.478    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-5             0.149            0.069         0.020           0.429    
OperationGetKHopNeighbors-both-withlabel-1                          0.028            0.005         0.019           0.067    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-1           0.095            0.026         0.047           0.207    
OperationGetKHopNeighbors-both-withlabel-2                          0.051            0.014         0.021           0.086    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-2           0.154            0.044         0.075           0.358    
OperationGetKHopNeighbors-both-withlabel-3                          0.128            0.056         0.038           0.281    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-3           0.201            0.064         0.079           0.487    
OperationGetKHopNeighbors-both-withlabel-4                          0.507            0.221         0.072           1.108    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-4           0.250            0.066         0.098           0.405    
OperationGetKHopNeighbors-both-withlabel-5                          1.580            0.389         0.594           2.522    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-5           0.283            0.091         0.090           0.508    
OperationGetManyVertexProperties-name                               8.174            0.000         8.174           8.174    
OperationGetManyVertexProperties-age                               10.188            0.000        10.188          10.188    
OperationGetManyEdgeProperties-time                                 0.402            0.000         0.402           0.402    
OperationGetManyVertexPropertySets                                  6.608            0.000         6.608           6.608    
OperationGetManyEdgePropertySets                                    0.914            0.000         0.914           0.914    
OperationGetVerticesUsingKeyIndex-_original_id                      0.707            0.859         0.402           9.182    
OperationGetVerticesUsingKeyIndex-name                              0.616            0.134         0.350           0.894    
OperationGetVerticesUsingKeyIndex-age                               1.895            0.689         0.893           3.121    
OperationGetEdgesUsingKeyIndex-time                                 0.689            0.752         0.365           7.992    
OperationGetShortestPath                                            2.283            1.336         0.122           4.575    
OperationLocalClusteringCoefficient                                 0.117            0.033         0.058           0.264    
OperationShutdownGraph                                            359.276            0.000       359.276         359.276    
