operation                                                   dex-mean (ms)   dex-stdev (ms)  dex-min (ms)    dex-max (ms)    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-5            6.285            8.750         0.367          60.901    
OperationGetKHopNeighbors-in-withlabel-1                            0.108            0.020         0.083           0.194    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-1             5.492            7.425         0.211          28.308    
OperationGetKHopNeighbors-in-withlabel-2                            0.248            0.059         0.139           0.406    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-2             7.185            9.093         0.265          38.451    
OperationGetKHopNeighbors-in-withlabel-3                            1.015            0.339         0.369           1.877    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-3            15.484           11.534         0.393          52.595    
OperationGetKHopNeighbors-in-withlabel-4                            5.780            2.337         0.885          10.947    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-4            19.296           14.018         0.526          61.138    
OperationGetKHopNeighbors-in-withlabel-5                           30.061           11.131         5.636          71.277    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-5            27.675           18.388         0.790          97.111    
OperationGetKHopNeighbors-both-withlabel-1                          0.158            0.027         0.113           0.237    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-1           9.999           11.643         0.214          88.840    
OperationGetKHopNeighbors-both-withlabel-2                          0.878            0.198         0.337           1.388    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-2          14.134           16.538         0.367         134.802    
OperationGetKHopNeighbors-both-withlabel-3                          9.534            2.737         3.390          15.672    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-3          16.747           15.022         0.646         120.803    
OperationGetKHopNeighbors-both-withlabel-4                         84.065           27.458        25.313         209.746    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-4          21.360           14.373         0.816          61.997    
OperationGetKHopNeighbors-both-withlabel-5                       1301.056          356.782       667.188        2271.926    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-5          23.977           15.276         0.785          77.144    
OperationGetManyVertexProperties-name                            1077.186            0.000      1077.186        1077.186    
OperationGetManyVertexProperties-age                              609.778            0.000       609.778         609.778    
OperationGetManyEdgeProperties-time                                30.664            0.000        30.664          30.664    
OperationGetManyVertexPropertySets                                972.950            0.000       972.950         972.950    
OperationGetManyEdgePropertySets                                    3.404            0.000         3.404           3.404    
OperationGetVerticesUsingKeyIndex-_original_id                     10.057           16.128         0.190         151.154    
OperationGetVerticesUsingKeyIndex-name                             10.615           12.121         0.208          86.748    
OperationGetVerticesUsingKeyIndex-age                              37.713           41.776         5.369         128.521    
OperationGetEdgesUsingKeyIndex-time                               226.276          159.408         8.799         630.032    
OperationGetShortestPath                                        37974.026        19929.725      1977.850       71775.462    
OperationLocalClusteringCoefficient                                 1.238            0.331         0.525           2.276    
OperationShutdownGraph                                            440.415            0.000       440.415         440.415    
