"operation","neo-mean","neo-stdev","neo-min","neo-max"
"OperationGetKHopNeighbors-in-4","2.176198869E7","1.4662937460536411E7","9135699.0","9.0511779E7"
"OperationGetKHopNeighborsEdgeConditional-in-4","2.710633317E7","8958206.877008917","1.4007153E7","8.3513345E7"
"OperationGetKHopNeighbors-in-5","6.338891565E7","1.6079905539037852E7","3.9705545E7","1.3694874E8"
"OperationGetKHopNeighborsEdgeConditional-in-5","3.275890845E7","1.36415822982058E7","7165906.0","9.4399532E7"
"OperationGetKHopNeighbors-both-1","115013.38","163575.1107151562","50400.0","1692713.0"
"OperationGetKHopNeighborsEdgeConditional-both-1","3.928629923E7","3.710877345617263E7","5092655.0","2.56949821E8"
"OperationGetKHopNeighbors-both-2","683667.72","362314.15787592623","191369.0","2358248.0"
"OperationGetKHopNeighborsEdgeConditional-both-2","1.1135279614E8","1.0261208291317922E8","7305931.0","6.67966308E8"
"OperationGetKHopNeighbors-both-3","9310221.61","1.044242006677197E7","1825819.0","9.1255506E7"
"OperationGetKHopNeighborsEdgeConditional-both-3","1.4989410819E8","2.0987094793006817E8","658926.0","1.885717949E9"
"OperationGetKHopNeighbors-both-4","1.243942376E8","1.352107204065002E8","2.1485354E7","9.29208457E8"
"OperationGetKHopNeighborsEdgeConditional-both-4","2.1548907301E8","3.669219270166074E8","1.3037946E7","2.648065903E9"
"OperationGetKHopNeighbors-both-5","3.62348531301E9","5.286096996554728E9","3.12244648E8","4.2533613028E10"
"OperationGetKHopNeighborsEdgeConditional-both-5","1.8295662916E8","2.031145509515156E8","2.2499128E7","1.50163089E9"
"OperationGetKHopNeighbors-out-withlabel-1","110257.2","49377.0100571106","19234.0","447468.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-1","2.996210522E7","3.7562509786402024E7","49063.0","2.64535755E8"
"OperationGetKHopNeighbors-out-withlabel-2","345305.99","400400.08811875887","67775.0","2457185.0"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-2","4.915992778E7","5.7870283167966284E7","49327.0","2.43154258E8"
"OperationGetKHopNeighbors-out-withlabel-3","1052767.96","2481118.621657493","51068.0","1.8241209E7"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-3","5.078520314E7","6.191988731458734E7","18314.0","3.18839686E8"
"OperationGetKHopNeighbors-out-withlabel-4","2076456.99","6380253.764414205","51732.0","5.1945102E7"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-4","5.165291399E7","5.769170336253395E7","49639.0","2.63151715E8"
"OperationGetKHopNeighbors-out-withlabel-5","6218035.42","2.0103584036852315E7","51740.0","1.51177069E8"
"OperationGetKHopNeighborsEdgeConditional-out-withlabel-5","5.691120867E7","7.661939038809282E7","12705.0","5.68910804E8"
"OperationGetKHopNeighbors-in-withlabel-1","106347.66","47864.63611273358","32582.0","333509.0"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-1","9313386.89","8822959.214908546","138368.0","8.6563426E7"
"OperationGetKHopNeighbors-in-withlabel-2","628002.46","1154976.8560232746","183420.0","1.2001506E7"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-2","1.43909232E7","6412457.271151632","966733.0","3.1604388E7"
"OperationGetKHopNeighbors-in-withlabel-3","3455045.59","5043936.013125766","1065452.0","5.1256771E7"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-3","1.911270768E7","7917707.866580468","250247.0","3.9790818E7"
"OperationGetKHopNeighbors-in-withlabel-4","1.396618622E7","5588422.850821536","6828931.0","6.153631E7"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-4","2.535783689E7","8876877.280108713","290786.0","6.0986845E7"
"OperationGetKHopNeighbors-in-withlabel-5","5.474776091E7","1.4316330586691564E7","3.5730313E7","1.28347866E8"
"OperationGetKHopNeighborsEdgeConditional-in-withlabel-5","2.676546326E7","1.2468420863730721E7","1219830.0","7.5204768E7"
"OperationGetKHopNeighbors-both-withlabel-1","98470.72","47593.614455739764","53215.0","438007.0"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-1","4.73093245E7","7.514868841069475E7","2841450.0","6.61379389E8"
"OperationGetKHopNeighbors-both-withlabel-2","613191.94","412837.4418049026","161301.0","2518779.0"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-2","1.0333268546E8","9.663828583729362E7","8813417.0","7.09754088E8"
"OperationGetKHopNeighbors-both-withlabel-3","8628329.51","8421929.864521693","1191290.0","6.2507327E7"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-3","1.4521711424E8","1.367121719342653E8","1.5731193E7","8.82314166E8"
"OperationGetKHopNeighbors-both-withlabel-4","1.5834669316E8","2.3380254823656324E8","1.9053232E7","1.336118525E9"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-4","1.5131025197E8","1.4315687975535244E8","1.7878203E7","9.92139352E8"
"OperationGetKHopNeighbors-both-withlabel-5","2.67288416365E9","2.2611531048190427E9","4.27751265E8","1.4960927237E10"
"OperationGetKHopNeighborsEdgeConditional-both-withlabel-5","2.0049351635E8","5.0811336837685996E8","2.6111841E7","5.055812489E9"
"OperationGetManyVertexProperties-name","6.78184436E8","0.0","6.78184436E8","6.78184436E8"
"OperationGetManyVertexProperties-age","6.75910541E8","0.0","6.75910541E8","6.75910541E8"
"OperationGetManyEdgeProperties-time","6.35556656E8","0.0","6.35556656E8","6.35556656E8"
"OperationGetManyVertexPropertySets","6.51686358E8","0.0","6.51686358E8","6.51686358E8"
"OperationGetManyEdgePropertySets","6.63344836E8","0.0","6.63344836E8","6.63344836E8"
"OperationGetVerticesUsingKeyIndex-_original_id","4.499631049E7","1.001923629363892E8","2387613.0","1.021380077E9"
"OperationGetVerticesUsingKeyIndex-name","3.2971972684E8","2.7462828652170527E8","4.6042434E7","1.391265176E9"
"OperationGetVerticesUsingKeyIndex-age","2.132730922804878E9","6.452043195281892E8","1.360062215E9","5.769272511E9"
"OperationGetEdgesUsingKeyIndex-time","4.457292024729E10","1.5980536113426363E9","4.2301360716E10","4.9668498508E10"
"OperationShutdownGraph","3.358588044E9","0.0","3.358588044E9","3.358588044E9"
