operation                                                   dex-mean (ms)   dex-stdev (ms)  dex-min (ms)    dex-max (ms)    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-1           75.649           81.842         0.098         602.039    
OperationGetKHopNeighbors-out-withlabel-2                          24.549           35.580         0.089         243.755    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-2           65.043           57.150         0.091         275.660    
OperationGetKHopNeighbors-out-withlabel-3                         127.144          253.112         0.096        1499.262    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-3           92.738          121.537         0.103        1055.448    
OperationGetKHopNeighbors-out-withlabel-4                         334.354         1073.362         0.095        9610.857    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-4           91.372          105.890         0.092         587.232    
OperationGetKHopNeighbors-out-withlabel-5                        2340.201         8297.518         0.074       65220.010    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-5           76.158           81.796         0.091         401.446    
OperationGetKHopNeighbors-in-withlabel-1                            7.908           10.260         0.089          93.687    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-1            14.264            7.326         0.193          40.130    
OperationGetKHopNeighbors-in-withlabel-2                           28.357           13.813         0.237          76.612    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-2            26.569           10.352         5.872          70.342    
OperationGetKHopNeighbors-in-withlabel-3                           88.019           41.326         0.692         207.621    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-3            34.633           11.033         1.197          57.038    
OperationGetKHopNeighbors-in-withlabel-4                          228.625          134.427         1.284         594.224    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-4            40.160           12.838         9.120          68.543    
OperationGetKHopNeighbors-in-withlabel-5                          370.956          299.169         5.300        1855.828    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-5            45.135           15.621         7.572         102.389    
OperationGetKHopNeighbors-both-withlabel-1                          9.016            6.711         0.135          30.438    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-1          46.557           29.385        12.162         135.894    
OperationGetKHopNeighbors-both-withlabel-2                         96.277           70.633        14.919         440.731    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-2         137.463          123.799        16.938        1121.728    
OperationGetKHopNeighbors-both-withlabel-3                       1252.165         1100.652       358.784        6153.926    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-3         157.966          100.376        23.824         636.068    
OperationGetKHopNeighbors-both-withlabel-4                      22320.345        21798.402      4763.780      115201.411    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-4         364.861          357.491        61.661        2420.911    
OperationGetKHopNeighbors-both-withlabel-5                     330277.270       277715.907     33725.812     1411452.930    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-5         282.523          182.262        43.596         937.646    
OperationGetManyVertexProperties-name                            1335.635            0.000      1335.635        1335.635    
OperationGetManyVertexProperties-age                              868.669            0.000       868.669         868.669    
OperationGetManyEdgeProperties-time                               862.927            0.000       862.927         862.927    
OperationGetManyVertexPropertySets                               1516.273            0.000      1516.273        1516.273    
OperationGetManyEdgePropertySets                                  919.555            0.000       919.555         919.555    
OperationGetVerticesUsingKeyIndex-_original_id                     10.518            4.908         0.184          34.841    
OperationGetVerticesUsingKeyIndex-name                             21.375           17.019         3.201         159.425    
OperationGetVerticesUsingKeyIndex-age                             359.088          303.849        26.138         856.492    
OperationGetEdgesUsingKeyIndex-time                              2443.779         2362.119       318.233        7631.799    
OperationShutdownGraph                                            633.790            0.000       633.790         633.790    
