operation                                                   dex-mean (ms)   dex-stdev (ms)  dex-min (ms)    dex-max (ms)    
OperationGetKHopNeighbors-in-4                                   1622.130         1326.576       163.913        7652.253    
OperationGetKHopNeighborsEdgeConditional-in-4                      76.228           24.919        25.825         147.961    
OperationGetKHopNeighbors-in-5                                    356.897          704.775         4.691        5032.673    
OperationGetKHopNeighborsEdgeConditional-in-5                      83.463           27.556         0.151         179.057    
OperationGetKHopNeighbors-both-1                                    0.200            0.032         0.132           0.279    
OperationGetKHopNeighborsEdgeConditional-both-1                    23.798           13.725         0.451         103.116    
OperationGetKHopNeighbors-both-2                                    1.425            1.828         0.425          19.350    
OperationGetKHopNeighborsEdgeConditional-both-2                    46.138           21.457         0.816         138.002    
OperationGetKHopNeighbors-both-3                                   13.867            4.535         2.972          31.785    
OperationGetKHopNeighborsEdgeConditional-both-3                    46.710           19.749         0.963         109.169    
OperationGetKHopNeighbors-both-4                                  130.035           36.639        24.782         222.997    
OperationGetKHopNeighborsEdgeConditional-both-4                    46.636           23.857         6.382         119.898    
OperationGetKHopNeighbors-both-5                                 1933.968          646.825       808.281        3698.438    
OperationGetKHopNeighborsEdgeConditional-both-5                    53.769           24.179        12.450         112.375    
OperationGetKHopNeighbors-out-withlabel-1                           0.101            0.016         0.080           0.157    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-1            5.807            7.638         0.067          49.142    
OperationGetKHopNeighbors-out-withlabel-2                           0.180            0.050         0.082           0.318    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-2            9.511            7.029         0.079          26.697    
OperationGetKHopNeighbors-out-withlabel-3                           0.423            0.186         0.098           0.993    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-3           14.467            9.692         0.081          39.466    
OperationGetKHopNeighbors-out-withlabel-4                           0.909            0.553         0.091           2.895    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-4           16.550           11.345         0.089          51.950    
OperationGetKHopNeighbors-out-withlabel-5                           3.008            1.752         0.102           9.807    
OperationGetKHopNeighborsEdgeConditional-out-withlabel-5           19.702           18.151         0.117         136.560    
OperationGetKHopNeighbors-in-withlabel-1                            0.107            0.020         0.081           0.164    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-1             7.257           11.903         0.092         103.977    
OperationGetKHopNeighbors-in-withlabel-2                            0.179            0.044         0.096           0.294    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-2            11.242            8.939         0.232          38.637    
OperationGetKHopNeighbors-in-withlabel-3                            0.361            0.132         0.103           0.722    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-3            17.108           11.604         0.089          58.039    
OperationGetKHopNeighbors-in-withlabel-4                            1.031            0.585         0.101           3.100    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-4            19.915           12.512         0.119          62.084    
OperationGetKHopNeighbors-in-withlabel-5                            3.389            1.707         0.507           7.801    
OperationGetKHopNeighborsEdgeConditional-in-withlabel-5            25.779           18.310         0.089         150.456    
OperationGetKHopNeighbors-both-withlabel-1                          0.144            0.023         0.093           0.223    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-1           7.895            8.234         0.211          31.787    
OperationGetKHopNeighbors-both-withlabel-2                          0.333            0.100         0.193           0.827    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-2          15.086           11.567         0.369          74.993    
OperationGetKHopNeighbors-both-withlabel-3                          2.672            0.928         0.400           5.283    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-3          14.856           14.508         0.276         103.574    
OperationGetKHopNeighbors-both-withlabel-4                         12.730            4.333         1.644          24.190    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-4          15.865           11.171         0.514          53.164    
OperationGetKHopNeighbors-both-withlabel-5                         72.859           28.363         8.796         193.524    
OperationGetKHopNeighborsEdgeConditional-both-withlabel-5          18.107           15.016         0.645         103.726    
OperationGetManyVertexProperties-name                             870.394            0.000       870.394         870.394    
OperationGetManyVertexProperties-age                              589.360            0.000       589.360         589.360    
OperationGetManyEdgeProperties-time                                47.093            0.000        47.093          47.093    
OperationGetManyVertexPropertySets                               1075.831            0.000      1075.831        1075.831    
OperationGetManyEdgePropertySets                                   50.942            0.000        50.942          50.942    
OperationGetVerticesUsingKeyIndex-_original_id                      8.397            7.717         0.202          64.939    
OperationGetVerticesUsingKeyIndex-name                             18.022           12.016         0.526          70.383    
OperationGetVerticesUsingKeyIndex-age                              56.937           53.543         4.858         160.833    
OperationGetEdgesUsingKeyIndex-time                               636.291          294.747       171.821        1266.817    
OperationGetShortestPath                                        49008.506        24439.383      2839.173       92536.593    
OperationLocalClusteringCoefficient                                 1.402            0.511         0.607           2.807    
OperationShutdownGraph                                            420.690            0.000       420.690         420.690    
