dbname	dbinstance	edgelabels	OperationAddEdge	OperationAddVertex	OperationGetFirstNeighbor-both	OperationGetFirstNeighbor-in	OperationGetFirstNeighbor-out	OperationGetKHopNeighbors-both-1	OperationGetKHopNeighbors-both-2	OperationGetKHopNeighbors-both-3	OperationGetKHopNeighbors-both-4	OperationGetKHopNeighbors-both-5	OperationGetEdgeProperty-time	OperationGetEdge	OperationGetVertexProperty-age	OperationGetVertexProperty-name	OperationGetVertex	OperationGetShortestPath	OperationGetVerticesUsingKeyIndex-_original_id	OperationLocalClusteringCoefficient	OperationSetEdgeProperty	OperationSetVertexProperty	BulkIngest	BulkIngestShutdown	IncIngest	IncIngestShutdown	IndexCreate	IndexShutdown
DEX	k1m	1el	0.07231149490000001	0.007052879299999999	6.40567089	5.45087873	2.88012144	0.13189031	0.9114435200000001	9.63937704	77.45904869	598.18703518	0.4273082486	0.0029451912000000003	0.042577015	0.06751660400000001	0.0020856664999999996	18047.64004215	0.18468962	1.02675772	0.0288736755	0.028288109	128827.123113	8923.464052	30358.668797	33065.681306	21382.553159	4137.319082
DEX	k1m	2el	0.0624470466	0.0086735462	7.26005857	4.93028184	4.5481954	0.17322538	1.31091387	11.23235379	125.61302368999999	1505.05245853	0.34794958010000004	0.0025524001	0.0217496546	0.0230890103	0.0023604012	22382.06084056	0.16705408	1.33446697	0.0261037469	0.0320402065	128682.047275	8873.946611	29725.237342	55761.127055	14710.194593	3885.551031
DEX	k2m	1el	0.0878785554	0.0054865874	15.069306119999998	10.328309619999999	10.746145550000001	0.13735208	1.43079759	20.01952412	127.54565542	1003.75627207	2.3556438513000004	0.0032558515000000003	0.06776301700000001	0.1292196306	0.0022552906	37974.02574383999	10.05709841	1.0737959799999999	0.0288277849	0.030463262999999997	304677.472216	27301.511867	71088.203395	115598.744882	46528.876937	7004.007423
DEX	k2m	2el	0.4390319812	0.007283597399999999	11.651830050000001	10.38580098	8.618359380000001	0.15818870999999998	1.63724172	15.25219512	187.65809521	2362.1958174	1.7457955021	0.0030706675	0.0373707757	0.0776597598	0.0019523715	49008.50577008	8.3974013	1.63664098	0.0357106378	0.0301087268	300580.505632	58655.601553	69688.099091	164117.769975	45896.059089	6121.997149
DEX	test2_b1k	1el	none	none	0.10025919	0.08516604	0.08450025	0.10680221000000001	0.34348103999999996	1.98018625	8.37216501	11.376182720000001	0.0163724544	0.0010025286	0.0102792405	0.0137722534	0.0010838496	8.4804203	0.12692649	0.38188482	none	none	73.143632	111.491388	26.700764	257.585192	22.553136	172.115984
DEX	test_b1k	1el	none	none	0.11823341	0.09937523	0.09727005999999999	0.10636939	0.37717157	2.06411403	7.298239639999999	none	0.0143601058	0.001036816	0.0109911965	0.0148348576	0.0010866424	none	0.14298007999999998	none	none	none	69.475936	163.630377	20.996164	153.262074	16.571514	288.850401
Neo4j	amazon0302	none	0.39652410180000003	0.9840305002999999	0.31928084	0.22453555	0.24629958999999998	0.04572333	0.15749411	0.93010547	3.85556165	12.3318032	none	4.082703E-4	none	none	2.6458760000000003E-4	1450.2029498699999	1.03607529	0.12279614	0.3797875596	0.8053481748	2128.651051	17895.532684	5319.051055	3205.313054	136151.147733	2078.743871
Neo4j	amazon0312	none	1.7281636609	1.0130487167	0.20926007000000002	0.23252453	0.28393271999999997	0.059512459999999996	0.88409454	4.64301253	32.78733868	307.39884081	none	0.0015850004	none	none	2.8483999999999996E-4	4349.15535876	3.52096131	0.71795471	0.4071662445	0.8251734946	5303.379344	28028.560689	15260.93624	5154.412435	216947.252277	3140.001457
Neo4j	b1k	1el	0.3771022755	0.9470123088	0.09172832	0.11256006	0.1440708	0.02706727	0.10268593	0.75776461	3.00246774	3.9521895	0.0013014372	2.50759E-4	0.0012933595	0.004738112	2.210689E-4	3.4555724100000003	0.47390982	0.15022388	0.9015735751	0.9661676644999999	129.181679	1884.460142	291.284411	896.949772	1751.480996	2164.743662
Neo4j	b1k	2el	0.3799054192	0.9504233158	0.08371089	0.10727038	0.14066552	0.03077416	0.12015898	0.9140690600000001	3.59188112	4.41989998	0.0015566321	2.463298E-4	0.0012491814	0.003551321	2.705508E-4	3.67627818	0.46936439	0.12639922	0.9177090152	0.9272595540999999	102.630225	1894.924638	289.545769	764.627408	1586.525618	2290.514925
Neo4j	b1m	1el	1.6222880956999999	0.934289465	0.2001724	0.16098962	0.26994537	0.06797328	0.38815062	4.3428148	68.46350425	1179.42240214	0.0119103586	0.0017834881	0.0098215127	0.0232391808	2.776606E-4	15681.16395686	24.02325154	1.50002137	1.9131879217999999	0.8312346451	12993.849683	62026.733636	68098.598635	5873.269556	1079747.7252779999	1842.339986
Neo4j	b1m	2el	1.5042212785	0.9514426942	0.18386035	0.19875455	0.28030582	0.05880038	0.44638860999999996	8.1909465	71.49016415000001	1270.58186877	0.016026921399999998	0.0023334472000000003	0.0109098089	0.024892340800000003	2.894818E-4	15240.41460234	24.20430943	1.44502447	1.9824018337	0.8184301354	13417.999906	63310.634657	70987.703665	6665.849696	1081886.202924	1833.192146
Neo4j	b2m	1el	2.3807081967	0.9540231713	0.20081211	0.20975743	0.24182408	0.07609825	0.48786643	6.26994525	143.39460527	1872.9869961900001	1.834075133	0.0034240463	0.14020617600000002	1.1471049731	0.0012122647	38292.373140879994	12.999220189999999	1.58932771	3.2258219957	0.8990648623	36647.854252	132855.198222	282919.028128	12852.586775	2555451.770211	2948.181365
Neo4j	b2m	2el	2.1708097444	1.0019635925	0.22322221	0.22895375	0.2803845	0.07686061	0.50038376	6.51864014	115.39999181	1798.66881441	2.8906398105	0.0036354683	0.5745536605	2.5821505243000002	0.0017011271	39122.68877311	4.2336651100000005	1.5185748600000002	3.2761252193	0.879530632	37141.28488	135913.852119	263796.022542	11156.188473	2591087.75823	2929.257705
Neo4j	b10m	1el	4.4997981639999995	0.9915314095	1.3351253799999998	2.2417355	3.4061491200000003	0.11501338	0.68366772	9.31022161	124.3942376	3623.48531301	7.7481189445	0.0993102352	5.459682154699999	6.5211777066000005	0.46256325589999997	none	44.99631049	1.5799663899999998	9.6851980633	9.0532589883	4413090.184238	728410.489066	5168985.413621	36868.398596	1.2977826002262998E7	3678.514314
Neo4j	b10m	2el	4.4017983312	1.000387525	2.8129852200000003	3.4723419	2.5399206800000003	0.11624651	0.6436255500000001	9.585363800000001	162.47123938	2864.0091703800003	7.9516331848	0.119820928	5.4325092469	6.6389892069	0.45712544660000004	none	49.11851942	2.17008144	9.2578940427	8.3872210666	6267183.721904	760313.930989	4887555.829797	48522.505516	1.4240329366098E7	5930.306767
Neo4j	k1k	1el	0.3615074254	0.8888779218999999	0.17188513	0.21881873999999998	0.26991887	0.02647731	0.05700486	0.15600192999999998	0.49396060999999997	1.54109275	0.0156893341	2.6612E-4	0.0012116553	0.0124340712	2.867908E-4	2.2827522200000003	0.7069641	0.11730961	0.8921841889	0.9197377809999999	94.425194	1989.123886	267.170546	813.572582	1841.074068	1701.25644
Neo4j	k1k	2el	0.3430463942	0.8986049327	0.18722507	0.23492074	0.30970382	0.02807875	0.05870313	0.18989946	0.64189892	1.44270065	0.012960018200000001	2.569725E-4	0.0012265899999999998	0.0145506052	2.409455E-4	2.26942311	0.66562259	0.11299699	0.8362030948	0.8681053918	106.202449	1919.286913	295.108953	765.984005	1589.080263	1512.390333
Neo4j	k1m	1el	1.5676093924	0.9233334939	0.17968626000000001	0.21257771	0.26419629	0.51750432	0.48520808000000004	4.91699266	47.4789611	735.56339642	2.4751851494999997	0.0020201603	0.032882648699999996	0.5464860097	6.672318000000001E-4	17232.7300211	30.538789859999998	0.66871041	1.5057631531	0.8163671194	18977.663465	71968.98781	177776.315801	5846.14502	1660633.419036	2322.56118
Neo4j	k1m	2el	1.6188882836	0.9152222752	0.21043308	0.19176081	0.33863255999999997	0.07795998	0.50536763	5.81626604	51.73000324	846.4675677	1.9321046223	0.0020721232	0.0254844305	0.386304036	8.768075999999999E-4	15297.61292492	29.62666645	0.5820705	2.0423238288	0.7568251368	19714.608004	72276.503649	205894.42858	6882.624096	1682976.034822	2371.21749
Neo4j	k2m	1el	2.4788562058	0.9129049663	0.24368025	0.23425497	0.33828631	0.11567994000000001	0.80594673	9.37703142	99.59655183	1873.77805377	6.2287647393	0.0044262551	0.5782473265	3.6465667182	0.0030202585	53301.46578725	35.481756759999996	0.81818234	2.832563397	0.984841998	165305.887072	156003.576041	938245.088886	9368.126687	3907806.096244	3492.09723
Neo4j	k2m	2el	2.4329647736999997	0.9215694871	0.27207791	0.30188268	0.36724602	0.11806177000000001	0.89901358	9.85008134	100.98972155	1887.65177071	6.1265546115	0.0035482048	0.5613645196999999	3.7078187727	0.0026714688999999996	49529.97587186	30.04652102	0.87380686	2.1275036575	0.6977703874	68728.982549	139485.388799	777509.573157	10021.076058	3466514.632175	3152.346771
Neo4j	test2_b1k	1el	none	none	0.09475757000000001	0.11731838	0.13680314000000002	0.0281355	0.10492953	0.86128363	3.34626103	4.30848771	0.0015886207999999998	2.541286E-4	0.0011873199	0.0038898096	2.345565E-4	3.56817132	0.52553907	0.12093313	none	none	59.338997	1595.93937	241.048818	715.161339	1200.5267079999999	1883.148751
Neo4j	test_b1k	1el	none	none	0.0333865	0.03179253	0.03214852	0.02681776	0.10656108	0.8489475	2.73838246	none	0.002928781	3.1596570000000005E-4	0.0012330985000000001	0.0067178004000000005	3.370465E-4	none	0.5601216899999999	none	none	none	98.09296	1874.439689	288.900256	802.949919	1551.017479	2083.16524
